abbreviation,region name,6-F-DET1 count,6-F-DET2 count,6-F-DET3 count,6-F-DET4 count,6-F-DET5 count,6-F-DET6 count,6-F-DET7 count,6-F-DET8 count,A-SSRI1 count,A-SSRI2 count,A-SSRI3 count,A-SSRI4 count,A-SSRI5 count,A-SSRI6 count,A-SSRI7 count,A-SSRI8 count,C-SSRI1 count,C-SSRI2 count,C-SSRI3 count,C-SSRI4 count,C-SSRI5 count,C-SSRI6 count,C-SSRI7 count,C-SSRI8 count,DMT1 count,DMT2 count,DMT3 count,DMT4 count,DMT5 count,DMT6 count,DMT7 count,DMT8 count,KET1 count,KET2 count,KET3 count,KET4 count,KET5 count,KET6 count,KET7 count,KET8 count,MDMA1 count,MDMA2 count,MDMA3 count,MDMA4 count,MDMA5 count,MDMA6 count,MDMA7 count,MDMA8 count,PSI1 count,PSI2 count,PSI3 count,PSI4 count,PSI5 count,PSI6 count,PSI7 count,PSI8 count,SAL1 count,SAL2 count,SAL3 count,SAL4 count,SAL5 count,SAL6 count,SAL7 count,SAL8 count
PS,Parastrial nucleus,171.0,806.0,467.0,1175.0,1773.0,948.0,1529.0,3494.0,805.0,697.0,1238.0,1161.0,768.0,1170.0,801.0,946.0,300.0,1171.0,782.0,932.0,1099.0,1081.0,1284.0,974.0,2120.0,2372.0,3841.0,1189.0,2465.0,890.0,1135.0,1960.0,1063.0,1760.0,1103.0,1409.0,1049.0,1509.0,1028.0,1729.0,1233.0,1417.0,1445.0,2096.0,2071.0,801.0,1843.0,1590.0,474.0,448.0,942.0,1648.0,1123.0,1278.0,1253.0,849.0,1343.0,293.0,863.0,150.0,1668.0,1556.0,762.0,2990.0
VMPO,Ventromedial preoptic nucleus,411.0,124.0,109.0,580.0,434.0,106.0,466.0,522.0,272.0,599.0,477.0,308.0,306.0,287.0,297.0,222.0,425.0,364.0,209.0,359.0,468.0,163.0,257.0,119.0,205.0,1086.0,1133.0,271.0,633.0,882.0,753.0,565.0,732.0,2472.0,1627.0,1464.0,470.0,260.0,669.0,798.0,457.0,375.0,551.0,403.0,803.0,749.0,868.0,597.0,34.0,58.0,403.0,295.0,304.0,1715.0,434.0,603.0,312.0,170.0,235.0,116.0,417.0,949.0,737.0,1139.0
VLPO,Ventrolateral preoptic nucleus,294.0,136.0,83.0,560.0,273.0,250.0,386.0,337.0,311.0,555.0,240.0,256.0,263.0,156.0,192.0,158.0,201.0,281.0,96.0,320.0,193.0,116.0,188.0,66.0,179.0,623.0,1345.0,461.0,425.0,1025.0,461.0,676.0,638.0,1627.0,2121.0,1394.0,530.0,319.0,534.0,355.0,312.0,335.0,201.0,304.0,380.0,287.0,672.0,405.0,49.0,32.0,312.0,207.0,393.0,1577.0,885.0,822.0,380.0,215.0,268.0,84.0,492.0,1839.0,1366.0,1774.0
SO,Supraoptic nucleus,139.0,138.0,197.0,225.0,84.0,291.0,385.0,392.0,188.0,302.0,209.0,239.0,214.0,119.0,134.0,188.0,153.0,133.0,87.0,114.0,101.0,162.0,134.0,55.0,143.0,420.0,850.0,298.0,420.0,343.0,94.0,88.0,381.0,692.0,485.0,544.0,277.0,281.0,256.0,517.0,373.0,478.0,228.0,222.0,310.0,422.0,417.0,393.0,70.0,42.0,163.0,143.0,191.0,1430.0,371.0,271.0,275.0,115.0,229.0,77.0,184.0,675.0,971.0,1061.0
ASO,Accessory supraoptic group,19.0,37.0,47.0,37.0,120.0,56.0,51.0,157.0,48.0,70.0,103.0,46.0,87.0,38.0,62.0,86.0,33.0,136.0,87.0,80.0,100.0,72.0,91.0,81.0,94.0,78.0,133.0,89.0,120.0,74.0,137.0,40.0,218.0,203.0,79.0,153.0,66.0,116.0,68.0,125.0,115.0,101.0,104.0,81.0,57.0,58.0,125.0,86.0,52.0,27.0,45.0,144.0,36.0,94.0,149.0,72.0,171.0,29.0,57.0,7.0,152.0,184.0,134.0,212.0
PVH,Paraventricular hypothalamic nucleus,857.0,1818.0,2933.0,1511.0,4200.0,3522.0,2442.0,3500.0,1215.0,2501.0,2961.0,2700.0,2712.0,987.0,2394.0,1996.0,1117.0,1804.0,2757.0,1663.0,2038.0,1974.0,3663.0,1968.0,2293.0,2720.0,6731.0,3715.0,2495.0,1641.0,6413.0,1330.0,3733.0,5138.0,3036.0,8727.0,2526.0,3195.0,2825.0,4613.0,2535.0,3496.0,3159.0,2243.0,3013.0,2066.0,2730.0,1956.0,2223.0,2899.0,1326.0,2782.0,2703.0,3643.0,3588.0,3400.0,3572.0,693.0,1912.0,351.0,4241.0,3046.0,1027.0,7832.0
PVa,Periventricular hypothalamic nucleus anterior part,369.0,221.0,479.0,490.0,933.0,397.0,815.0,801.0,327.0,649.0,629.0,425.0,650.0,418.0,571.0,665.0,210.0,479.0,522.0,241.0,361.0,365.0,548.0,344.0,340.0,761.0,2044.0,933.0,862.0,412.0,683.0,470.0,54.0,831.0,89.0,410.0,580.0,612.0,594.0,1429.0,812.0,862.0,961.0,801.0,953.0,551.0,1021.0,811.0,340.0,464.0,247.0,618.0,219.0,108.0,116.0,147.0,612.0,33.0,632.0,68.0,358.0,240.0,115.0,320.0
PVi,Periventricular hypothalamic nucleus intermediate part,580.0,1425.0,784.0,1677.0,2323.0,988.0,1352.0,1318.0,637.0,1307.0,1410.0,1058.0,2101.0,1626.0,1217.0,1458.0,733.0,614.0,1384.0,537.0,878.0,1236.0,1247.0,699.0,1551.0,1678.0,4832.0,2110.0,1627.0,874.0,3649.0,640.0,262.0,935.0,386.0,2912.0,1540.0,1195.0,1401.0,3277.0,1061.0,2563.0,2277.0,1407.0,1459.0,550.0,1992.0,1690.0,1119.0,990.0,755.0,711.0,791.0,437.0,714.0,299.0,2663.0,301.0,1373.0,150.0,1382.0,454.0,352.0,1235.0
ADP,Anterodorsal preoptic nucleus,188.0,1073.0,480.0,493.0,1695.0,878.0,854.0,2518.0,479.0,1153.0,1166.0,1478.0,724.0,1217.0,874.0,925.0,545.0,1197.0,1405.0,751.0,1170.0,1354.0,1719.0,691.0,1374.0,2646.0,3338.0,1950.0,1891.0,936.0,1273.0,1050.0,1187.0,727.0,1211.0,3793.0,1074.0,1526.0,757.0,1149.0,2109.0,1626.0,1911.0,2134.0,2152.0,1527.0,2064.0,1487.0,509.0,522.0,1005.0,1688.0,1107.0,1618.0,1383.0,1660.0,1666.0,511.0,694.0,59.0,1422.0,3472.0,376.0,3108.0
AVP,Anteroventral preoptic nucleus,57.0,665.0,68.0,880.0,1189.0,342.0,812.0,1051.0,277.0,976.0,771.0,1020.0,477.0,323.0,433.0,424.0,351.0,877.0,505.0,562.0,763.0,419.0,943.0,426.0,552.0,843.0,1916.0,1028.0,1228.0,1433.0,1015.0,794.0,316.0,455.0,386.0,915.0,579.0,1243.0,428.0,954.0,1009.0,1204.0,771.0,605.0,699.0,431.0,701.0,754.0,184.0,199.0,524.0,685.0,484.0,631.0,512.0,238.0,783.0,102.0,698.0,10.0,436.0,660.0,376.0,1525.0
AVPV,Anteroventral periventricular nucleus,243.0,974.0,141.0,1945.0,576.0,344.0,1465.0,1676.0,545.0,1472.0,867.0,613.0,339.0,296.0,506.0,432.0,548.0,802.0,399.0,773.0,1152.0,264.0,1053.0,320.0,1147.0,2058.0,3229.0,378.0,1660.0,2704.0,1316.0,1553.0,776.0,2571.0,1192.0,2744.0,616.0,915.0,601.0,2019.0,1100.0,1730.0,1131.0,1089.0,1384.0,1094.0,1441.0,1268.0,195.0,141.0,701.0,809.0,465.0,1048.0,869.0,1206.0,719.0,137.0,1009.0,58.0,669.0,1920.0,594.0,2228.0
DMH,Dorsomedial nucleus of the hypothalamus,1403.0,2402.0,3715.0,5332.0,11164.0,5549.0,5439.0,7756.0,1954.0,6078.0,6914.0,5144.0,10128.0,3406.0,4443.0,4447.0,3048.0,4205.0,4940.0,4772.0,3581.0,5610.0,7059.0,4272.0,8336.0,6341.0,17555.0,9069.0,6355.0,5066.0,12924.0,3872.0,6428.0,10191.0,5820.0,18884.0,6258.0,6577.0,5833.0,13282.0,7722.0,8839.0,8025.0,5437.0,6923.0,6669.0,7938.0,7158.0,3727.0,4280.0,2823.0,6139.0,8725.0,6777.0,7668.0,5881.0,8371.0,2310.0,4883.0,629.0,10150.0,7791.0,4403.0,13177.0
ARH,Arcuate hypothalamic nucleus,1933.0,940.0,915.0,2581.0,2643.0,952.0,2023.0,2432.0,1098.0,2763.0,1281.0,1755.0,645.0,1904.0,496.0,1757.0,1012.0,1463.0,1025.0,2129.0,1479.0,720.0,585.0,150.0,1729.0,4557.0,6635.0,2255.0,1142.0,1802.0,267.0,678.0,1825.0,1998.0,2171.0,4643.0,4147.0,1541.0,1352.0,5438.0,1029.0,2853.0,2860.0,1060.0,1868.0,818.0,4678.0,2240.0,422.0,29.0,579.0,697.0,1455.0,808.0,777.0,1884.0,3082.0,326.0,1069.0,627.0,1833.0,1587.0,2247.0,2514.0
MPO,Medial preoptic area,661.0,4428.0,2742.0,5581.0,7640.0,3280.0,4442.0,6958.0,2291.0,4920.0,4565.0,5425.0,3490.0,2779.0,2945.0,3027.0,1839.0,3857.0,3304.0,2802.0,4050.0,3447.0,5507.0,2685.0,4379.0,5872.0,10100.0,5544.0,7229.0,8222.0,6695.0,4729.0,4282.0,5103.0,3610.0,9276.0,3828.0,7114.0,3309.0,6851.0,5845.0,6802.0,6033.0,5772.0,6170.0,4224.0,6284.0,5455.0,2142.0,1860.0,3022.0,5718.0,3416.0,5358.0,3809.0,3469.0,5129.0,1379.0,3643.0,491.0,4851.0,5221.0,3192.0,11796.0
OV,Vascular organ of the lamina terminalis,3.0,50.0,12.0,56.0,2.0,1.0,32.0,75.0,8.0,9.0,1.0,12.0,12.0,10.0,7.0,18.0,1.0,6.0,13.0,13.0,18.0,0.0,21.0,13.0,23.0,40.0,98.0,1.0,73.0,226.0,10.0,63.0,15.0,59.0,30.0,5.0,22.0,23.0,11.0,83.0,35.0,17.0,8.0,23.0,30.0,14.0,38.0,19.0,4.0,1.0,16.0,15.0,3.0,11.0,3.0,6.0,18.0,0.0,32.0,1.0,12.0,9.0,6.0,187.0
PD,Posterodorsal preoptic nucleus,45.0,85.0,130.0,106.0,315.0,171.0,104.0,185.0,72.0,86.0,194.0,123.0,141.0,163.0,153.0,160.0,12.0,60.0,59.0,77.0,90.0,130.0,132.0,124.0,134.0,120.0,314.0,194.0,294.0,177.0,294.0,178.0,198.0,99.0,143.0,307.0,126.0,123.0,154.0,278.0,85.0,83.0,79.0,126.0,264.0,189.0,243.0,152.0,57.0,61.0,103.0,294.0,185.0,172.0,116.0,58.0,159.0,93.0,150.0,20.0,339.0,180.0,90.0,296.0
PVp,Periventricular hypothalamic nucleus posterior part,290.0,536.0,403.0,375.0,472.0,198.0,540.0,468.0,299.0,458.0,165.0,321.0,186.0,1475.0,33.0,983.0,429.0,358.0,254.0,522.0,157.0,166.0,219.0,17.0,480.0,869.0,2696.0,454.0,325.0,892.0,34.0,496.0,786.0,470.0,524.0,781.0,580.0,409.0,133.0,769.0,199.0,600.0,514.0,236.0,92.0,193.0,354.0,712.0,27.0,18.0,274.0,175.0,528.0,293.0,423.0,548.0,1103.0,147.0,215.0,429.0,569.0,523.0,433.0,641.0
PVpo,Periventricular hypothalamic nucleus preoptic part,342.0,746.0,521.0,2378.0,2475.0,760.0,2075.0,2106.0,863.0,1364.0,1428.0,1239.0,1050.0,622.0,1183.0,1228.0,600.0,1041.0,997.0,600.0,760.0,803.0,1704.0,640.0,1301.0,1796.0,3865.0,1419.0,1567.0,1852.0,1530.0,1229.0,1167.0,2151.0,1172.0,2898.0,1262.0,1393.0,1029.0,3329.0,1539.0,2094.0,1762.0,1707.0,1602.0,1404.0,1463.0,1415.0,589.0,1079.0,1054.0,1028.0,645.0,1668.0,1165.0,315.0,1105.0,161.0,1738.0,122.0,1011.0,881.0,573.0,2592.0
SBPV,Subparaventricular zone,685.0,532.0,1184.0,1022.0,2090.0,1409.0,1363.0,2360.0,792.0,1871.0,1582.0,1087.0,1961.0,888.0,1039.0,1180.0,495.0,971.0,1268.0,926.0,1035.0,1387.0,1777.0,1006.0,1651.0,1561.0,4391.0,2043.0,1709.0,1937.0,2496.0,1360.0,1444.0,3061.0,781.0,1805.0,1338.0,1592.0,1259.0,2507.0,1620.0,1812.0,1673.0,1199.0,1886.0,1233.0,1369.0,1204.0,694.0,693.0,526.0,1846.0,752.0,1068.0,999.0,849.0,2527.0,340.0,917.0,359.0,1686.0,1525.0,862.0,2825.0
SCH,Suprachiasmatic nucleus,561.0,174.0,69.0,487.0,427.0,297.0,894.0,503.0,365.0,883.0,550.0,239.0,274.0,386.0,362.0,397.0,443.0,531.0,504.0,789.0,635.0,318.0,504.0,212.0,160.0,774.0,1416.0,612.0,757.0,938.0,198.0,434.0,54.0,910.0,119.0,1958.0,751.0,798.0,861.0,1349.0,292.0,434.0,594.0,455.0,119.0,261.0,985.0,368.0,68.0,18.0,279.0,609.0,362.0,498.0,25.0,473.0,500.0,75.0,545.0,227.0,271.0,230.0,373.0,1269.0
MEPO,Median preoptic nucleus,43.0,469.0,129.0,259.0,353.0,174.0,220.0,420.0,46.0,145.0,140.0,243.0,310.0,178.0,195.0,102.0,51.0,239.0,175.0,39.0,272.0,100.0,368.0,139.0,332.0,606.0,792.0,512.0,430.0,307.0,389.0,186.0,213.0,79.0,69.0,109.0,106.0,324.0,147.0,546.0,394.0,422.0,381.0,283.0,474.0,266.0,520.0,379.0,134.0,166.0,101.0,304.0,166.0,160.0,83.0,144.0,265.0,94.0,211.0,12.0,143.0,146.0,34.0,507.0
SFO,Subfornical organ,18.0,433.0,29.0,48.0,112.0,33.0,5.0,5.0,25.0,7.0,13.0,64.0,77.0,4.0,26.0,1.0,34.0,1.0,2.0,2.0,3.0,1.0,5.0,1.0,59.0,54.0,185.0,40.0,132.0,37.0,116.0,15.0,0.0,10.0,0.0,0.0,2.0,3.0,34.0,96.0,23.0,21.0,20.0,9.0,21.0,18.0,52.0,72.0,2.0,5.0,4.0,15.0,3.0,6.0,0.0,11.0,22.0,7.0,14.0,7.0,3.0,0.0,0.0,0.0
NTB,Nucleus of the trapezoid body,10.0,267.0,45.0,19.0,26.0,14.0,57.0,432.0,24.0,56.0,79.0,36.0,3.0,90.0,106.0,46.0,29.0,39.0,60.0,14.0,17.0,9.0,0.0,2.0,16.0,18.0,88.0,15.0,80.0,285.0,107.0,20.0,10.0,35.0,64.0,30.0,0.0,9.0,8.0,6.0,22.0,44.0,4.0,21.0,22.0,13.0,25.0,29.0,12.0,4.0,4.0,63.0,19.0,141.0,55.0,22.0,60.0,7.0,3.0,2.0,12.0,72.0,62.0,336.0
NTS,Nucleus of the solitary tract,445.0,1408.0,1735.0,2861.0,2078.0,2304.0,5189.0,441.0,1017.0,4404.0,4894.0,3315.0,3944.0,3289.0,3049.0,908.0,1633.0,3664.0,165.0,587.0,499.0,1226.0,2583.0,3199.0,7721.0,7121.0,3573.0,1702.0,3656.0,345.0,378.0,1296.0,3140.0,2927.0,2700.0,10918.0,3727.0,4184.0,4061.0,8163.0,3527.0,4785.0,4969.0,3867.0,3934.0,4419.0,4069.0,3797.0,3302.0,381.0,2621.0,7434.0,703.0,2036.0,2017.0,5309.0,2853.0,475.0,1056.0,410.0,3367.0,1014.0,591.0,4533.0
SPVC,Spinal nucleus of the trigeminal caudal part,574.0,788.0,810.0,1743.0,4394.0,1959.0,980.0,1235.0,2216.0,4484.0,3164.0,2720.0,3605.0,3792.0,2284.0,1569.0,731.0,1347.0,67.0,167.0,266.0,1228.0,1598.0,2341.0,2661.0,4860.0,23613.0,2604.0,4039.0,55.0,3695.0,1372.0,1429.0,470.0,826.0,8030.0,2120.0,3296.0,3099.0,5446.0,1872.0,3506.0,2505.0,4564.0,2368.0,4680.0,2684.0,2630.0,1935.0,1241.0,3801.0,4155.0,304.0,1214.0,855.0,2799.0,1423.0,2247.0,253.0,695.0,2903.0,856.0,184.0,3961.0
SPVI,Spinal nucleus of the trigeminal interpolar part,674.0,1886.0,911.0,607.0,841.0,1704.0,2088.0,885.0,987.0,2374.0,1456.0,1541.0,679.0,739.0,1307.0,1572.0,1464.0,1753.0,414.0,347.0,366.0,484.0,1044.0,1391.0,1804.0,3989.0,4618.0,713.0,2559.0,638.0,2663.0,870.0,974.0,237.0,312.0,3273.0,1023.0,1195.0,1664.0,2312.0,851.0,1275.0,953.0,2283.0,1109.0,1424.0,802.0,1537.0,1398.0,573.0,1548.0,2281.0,180.0,531.0,631.0,846.0,3266.0,1127.0,1168.0,443.0,1055.0,597.0,221.0,1985.0
VII,Facial motor nucleus,93.0,1129.0,72.0,168.0,361.0,111.0,575.0,246.0,131.0,479.0,806.0,403.0,99.0,310.0,231.0,158.0,148.0,442.0,171.0,241.0,174.0,38.0,61.0,53.0,150.0,1013.0,1490.0,369.0,851.0,854.0,615.0,268.0,341.0,326.0,292.0,415.0,186.0,683.0,203.0,792.0,453.0,597.0,196.0,614.0,378.0,323.0,681.0,387.0,127.0,182.0,52.0,687.0,94.0,279.0,196.0,365.0,530.0,169.0,189.0,34.0,171.0,184.0,121.0,641.0
Pa5,Paratrigeminal nucleus,19.0,98.0,129.0,8.0,16.0,40.0,13.0,17.0,9.0,157.0,47.0,88.0,14.0,11.0,14.0,5.0,21.0,33.0,20.0,38.0,3.0,2.0,19.0,3.0,35.0,46.0,586.0,32.0,7.0,34.0,343.0,65.0,124.0,45.0,168.0,69.0,0.0,8.0,0.0,8.0,14.0,5.0,2.0,12.0,20.0,31.0,29.0,10.0,5.0,12.0,92.0,412.0,3.0,94.0,77.0,50.0,243.0,16.0,27.0,5.0,165.0,40.0,72.0,40.0
VI,Abducens nucleus,1.0,73.0,49.0,62.0,33.0,56.0,70.0,7.0,1.0,9.0,40.0,38.0,21.0,33.0,112.0,2.0,10.0,8.0,13.0,17.0,18.0,16.0,42.0,34.0,30.0,47.0,259.0,48.0,137.0,46.0,0.0,105.0,15.0,10.0,20.0,74.0,165.0,59.0,30.0,285.0,78.0,106.0,44.0,38.0,79.0,47.0,113.0,67.0,17.0,67.0,16.0,19.0,3.0,19.0,6.0,6.0,27.0,255.0,6.0,2.0,12.0,0.0,25.0,22.0
ACVII,Accessory facial motor nucleus,0.0,6.0,0.0,7.0,4.0,5.0,8.0,25.0,5.0,2.0,5.0,8.0,0.0,9.0,1.0,1.0,0.0,4.0,1.0,14.0,8.0,3.0,0.0,0.0,12.0,5.0,14.0,10.0,6.0,12.0,0.0,9.0,5.0,0.0,0.0,15.0,3.0,7.0,2.0,9.0,5.0,5.0,2.0,15.0,9.0,0.0,5.0,1.0,7.0,7.0,1.0,8.0,0.0,11.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,31.0
ECU,External cuneate nucleus,16.0,183.0,199.0,221.0,230.0,117.0,165.0,48.0,82.0,440.0,365.0,434.0,216.0,237.0,175.0,68.0,44.0,160.0,184.0,139.0,205.0,12.0,221.0,62.0,418.0,861.0,581.0,249.0,170.0,8.0,465.0,324.0,227.0,163.0,485.0,193.0,26.0,48.0,75.0,108.0,107.0,322.0,183.0,439.0,305.0,241.0,363.0,616.0,102.0,45.0,67.0,193.0,39.0,166.0,113.0,122.0,123.0,15.0,490.0,5.0,53.0,134.0,106.0,227.0
SPVO,Spinal nucleus of the trigeminal oral part,197.0,1362.0,219.0,137.0,399.0,273.0,487.0,308.0,195.0,847.0,480.0,433.0,96.0,253.0,459.0,492.0,123.0,210.0,129.0,50.0,183.0,187.0,91.0,271.0,575.0,914.0,1100.0,264.0,798.0,752.0,637.0,323.0,203.0,119.0,129.0,816.0,441.0,666.0,359.0,500.0,406.0,362.0,254.0,485.0,464.0,157.0,389.0,110.0,240.0,148.0,230.0,901.0,19.0,238.0,44.0,515.0,752.0,282.0,183.0,80.0,227.0,423.0,81.0,912.0
GR,Gracile nucleus,27.0,77.0,504.0,245.0,1990.0,23.0,28.0,1.0,10.0,151.0,22.0,95.0,0.0,101.0,4.0,11.0,3.0,16.0,1.0,9.0,46.0,0.0,17.0,2.0,69.0,138.0,592.0,228.0,8.0,0.0,78.0,148.0,94.0,163.0,30.0,178.0,79.0,20.0,57.0,80.0,22.0,105.0,75.0,26.0,30.0,61.0,113.0,242.0,12.0,8.0,9.0,85.0,22.0,141.0,97.0,69.0,0.0,22.0,12.0,1.0,81.0,594.0,112.0,109.0
LDT,Laterodorsal tegmental nucleus,1.0,884.0,584.0,568.0,721.0,1299.0,631.0,429.0,791.0,1386.0,2402.0,1896.0,705.0,920.0,1222.0,767.0,332.0,967.0,606.0,401.0,896.0,740.0,1961.0,649.0,1833.0,1267.0,2553.0,825.0,1013.0,563.0,42.0,1359.0,668.0,1197.0,890.0,2626.0,895.0,2780.0,1555.0,3092.0,2584.0,3050.0,1824.0,2626.0,1611.0,2261.0,2272.0,2525.0,978.0,827.0,274.0,1718.0,869.0,412.0,288.0,564.0,2382.0,996.0,1218.0,183.0,769.0,330.0,233.0,1596.0
VCO,Ventral cochlear nucleus,162.0,1651.0,117.0,310.0,437.0,289.0,279.0,258.0,119.0,293.0,239.0,309.0,93.0,101.0,175.0,80.0,164.0,232.0,228.0,113.0,59.0,43.0,140.0,61.0,58.0,233.0,637.0,278.0,94.0,492.0,466.0,220.0,588.0,89.0,969.0,752.0,356.0,282.0,546.0,875.0,281.0,507.0,205.0,106.0,202.0,372.0,249.0,116.0,188.0,138.0,60.0,406.0,130.0,620.0,315.0,487.0,563.0,107.0,109.0,133.0,619.0,171.0,215.0,622.0
DCO,Dorsal cochlear nucleus,108.0,994.0,153.0,99.0,1273.0,132.0,234.0,463.0,88.0,500.0,500.0,981.0,165.0,56.0,83.0,49.0,102.0,647.0,542.0,349.0,380.0,61.0,118.0,158.0,192.0,305.0,1011.0,179.0,123.0,161.0,537.0,275.0,494.0,321.0,836.0,1182.0,772.0,233.0,734.0,1031.0,596.0,677.0,194.0,236.0,670.0,322.0,265.0,218.0,179.0,124.0,126.0,922.0,180.0,149.0,224.0,863.0,452.0,46.0,90.0,49.0,386.0,90.0,137.0,271.0
AP,Area postrema,20.0,61.0,345.0,431.0,302.0,42.0,34.0,0.0,31.0,88.0,37.0,253.0,0.0,342.0,42.0,3.0,54.0,68.0,2.0,2.0,12.0,5.0,42.0,50.0,247.0,236.0,18.0,192.0,67.0,0.0,2.0,110.0,89.0,10.0,5.0,237.0,49.0,40.0,55.0,191.0,261.0,352.0,390.0,243.0,376.0,481.0,505.0,288.0,53.0,5.0,209.0,172.0,30.0,100.0,111.0,75.0,9.0,0.0,19.0,2.0,22.0,177.0,100.0,96.0
SLD,Sublaterodorsal nucleus,10.0,128.0,78.0,161.0,86.0,72.0,197.0,77.0,60.0,150.0,332.0,223.0,151.0,97.0,131.0,63.0,134.0,69.0,84.0,64.0,37.0,104.0,191.0,95.0,409.0,337.0,738.0,76.0,418.0,40.0,9.0,156.0,114.0,376.0,129.0,485.0,287.0,485.0,356.0,662.0,282.0,537.0,382.0,284.0,322.0,377.0,371.0,368.0,188.0,49.0,47.0,236.0,72.0,44.0,246.0,97.0,313.0,121.0,67.0,3.0,59.0,65.0,62.0,174.0
SLC,Subceruleus nucleus,2.0,86.0,93.0,147.0,57.0,48.0,229.0,258.0,48.0,94.0,334.0,159.0,50.0,43.0,62.0,66.0,34.0,33.0,34.0,89.0,22.0,26.0,93.0,42.0,201.0,298.0,338.0,60.0,244.0,53.0,13.0,175.0,69.0,183.0,64.0,143.0,268.0,258.0,139.0,558.0,157.0,208.0,129.0,125.0,116.0,96.0,150.0,163.0,171.0,34.0,16.0,148.0,17.0,19.0,53.0,17.0,122.0,37.0,14.0,2.0,22.0,3.0,37.0,65.0
RPO,Nucleus raphe pontis,94.0,366.0,159.0,240.0,239.0,263.0,332.0,115.0,105.0,232.0,236.0,341.0,175.0,78.0,193.0,82.0,25.0,127.0,146.0,57.0,67.0,132.0,193.0,71.0,276.0,179.0,562.0,359.0,449.0,39.0,51.0,334.0,391.0,148.0,163.0,702.0,207.0,469.0,225.0,866.0,536.0,576.0,249.0,298.0,338.0,529.0,534.0,382.0,133.0,215.0,48.0,311.0,39.0,97.0,83.0,33.0,316.0,105.0,233.0,14.0,218.0,224.0,143.0,342.0
PRNr,Pontine reticular nucleus,1562.0,12465.0,4330.0,3265.0,5549.0,4640.0,3787.0,3318.0,2615.0,4328.0,7281.0,5122.0,1261.0,2240.0,2952.0,1764.0,628.0,1853.0,1915.0,1203.0,1430.0,1215.0,1785.0,1084.0,5606.0,2733.0,12248.0,3210.0,2141.0,3151.0,6496.0,3660.0,831.0,1300.0,1523.0,3535.0,1954.0,4619.0,2195.0,3717.0,4534.0,6317.0,2403.0,4022.0,3546.0,4383.0,5920.0,4673.0,1029.0,1718.0,1792.0,4417.0,562.0,1217.0,971.0,658.0,4992.0,1151.0,1870.0,335.0,1858.0,2863.0,871.0,4842.0
NI,Nucleus incertus,2.0,394.0,255.0,670.0,351.0,284.0,655.0,458.0,262.0,634.0,993.0,853.0,464.0,239.0,688.0,279.0,437.0,315.0,255.0,295.0,260.0,718.0,908.0,376.0,1216.0,698.0,717.0,380.0,1037.0,21.0,19.0,535.0,316.0,623.0,396.0,1127.0,721.0,1526.0,1195.0,2662.0,1280.0,1450.0,1061.0,825.0,1160.0,1413.0,1370.0,1162.0,395.0,218.0,137.0,692.0,14.0,75.0,66.0,105.0,1067.0,126.0,293.0,61.0,159.0,152.0,59.0,376.0
AMB,Nucleus ambiguus,43.0,31.0,32.0,35.0,37.0,47.0,125.0,39.0,44.0,161.0,47.0,80.0,34.0,58.0,29.0,27.0,20.0,93.0,8.0,6.0,12.0,7.0,32.0,20.0,62.0,67.0,130.0,58.0,91.0,52.0,82.0,85.0,30.0,59.0,35.0,129.0,19.0,63.0,19.0,158.0,40.0,38.0,30.0,39.0,58.0,26.0,31.0,62.0,10.0,29.0,20.0,74.0,11.0,53.0,22.0,14.0,113.0,38.0,56.0,2.0,50.0,22.0,9.0,65.0
LC,Locus ceruleus,2.0,73.0,315.0,319.0,157.0,223.0,228.0,302.0,95.0,130.0,354.0,262.0,77.0,252.0,116.0,62.0,51.0,113.0,86.0,136.0,82.0,53.0,215.0,110.0,263.0,252.0,156.0,145.0,384.0,39.0,1.0,191.0,25.0,134.0,119.0,178.0,260.0,385.0,257.0,467.0,380.0,349.0,246.0,372.0,256.0,306.0,303.0,346.0,236.0,39.0,88.0,278.0,100.0,44.0,83.0,30.0,126.0,50.0,18.0,1.0,68.0,12.0,40.0,72.0
CS,Superior central nucleus raphe,485.0,3031.0,896.0,1434.0,2409.0,2257.0,1041.0,841.0,578.0,1871.0,1832.0,1902.0,762.0,760.0,1213.0,617.0,154.0,694.0,1079.0,409.0,468.0,592.0,885.0,550.0,2241.0,1641.0,3967.0,1742.0,1159.0,375.0,684.0,1713.0,302.0,415.0,410.0,1058.0,1096.0,2550.0,1130.0,3223.0,3719.0,4055.0,2285.0,2740.0,3012.0,3540.0,3691.0,2537.0,712.0,541.0,344.0,1588.0,77.0,207.0,304.0,155.0,2018.0,350.0,1261.0,99.0,442.0,1727.0,551.0,1014.0
I5,Intertrigeminal nucleus,9.0,205.0,2.0,19.0,28.0,10.0,22.0,37.0,14.0,70.0,44.0,18.0,8.0,49.0,7.0,18.0,3.0,20.0,4.0,4.0,14.0,9.0,5.0,2.0,39.0,11.0,48.0,7.0,7.0,180.0,15.0,17.0,15.0,5.0,5.0,45.0,27.0,17.0,8.0,10.0,14.0,26.0,4.0,21.0,8.0,0.0,8.0,23.0,17.0,33.0,3.0,25.0,6.0,47.0,19.0,33.0,64.0,13.0,12.0,1.0,40.0,12.0,3.0,34.0
